source,target
12106.10081,12106.13591
12106.10081,12106.10202
12106.10202,12106.12063
12106.10093,12106.10202
12104.10233,12106.10092
12104.10231,12104.10233
12104.10231,12104.11033
12104.10731,12455.13752
12455.10801,12455.14722
12455.14023,12455.14722
12455.10783,12455.14622
12455.10782,12455.10783
12546.30441,12546.33571
12546.31072,12546.33571
12551.30221,12551.30462
12551.30221,12551.30223
12551.30213,12551.30523
12551.30521,12551.30523
12061.32183,12551.30183
12061.30253,12061.32182
12201.07461,12201.07462
12201.04063,12201.07462
12201.04061,12201.04062
12201.04062,12201.28263
12201.03862,12201.03863
12201.03862,12201.04161
12201.04161,12201.06663
12201.03362,12201.28162
12201.03263,12201.28162
12210.10961,12210.28563
12210.11063,12210.28563
12210.10961,12210.11061
12210.10961,12210.11062
12210.11061,12210.11163
37411.14193,37411.16811
37411.14192,37411.14793
37411.14332,37411.14793
37411.13773,37411.14352
37411.14351,37411.14352
37410.13732,37411.13751
37411.13893,37411.13931
37410.13713,37411.13931
37410.13712,37410.13713
37410.13692,37410.13693
37410.13632,37410.13671
37410.13632,37410.13653
37410.13611,37410.13612
37410.14211,37410.14231
37410.10372,37410.11072
37410.10373,37410.11072
37410.11071,37410.11072
37410.10472,37410.11071
37410.10432,37410.10751
37410.10413,37410.10432
37410.10091,37410.10632
37410.10632,37410.10633
37410.10612,37410.10631
37410.10611,37410.10612
37424.10171,37424.10512
37424.10531,37424.10532
46158.25013,46158.25021
46158.25012,46158.25013
46158.55011,46158.56822
46158.55173,46158.56822
46158.55173,46158.56741
46158.55172,46158.56741
46158.55132,46158.55172
46158.41552,46158.41553
46158.40841,46158.42962
46158.42962,46162.40242
46162.40241,46162.41972
46162.40271,46162.40892
46162.40271,46162.41832
46162.40892,46162.41832
46162.40803,46162.40892
46162.40801,46162.40803
46162.40801,46162.41642
46162.41642,46162.41782
46159.40153,46162.41782
46159.40153,46159.41753
46159.41752,46159.41753
46159.40152,46159.41752
46159.40142,46159.40152
46159.41571,46159.54043
46159.50251,46159.54033
46159.50243,46159.54033
46159.50222,46159.50231
46159.50222,46164.50523
46157.15101,46157.15103
46157.15051,46157.15421
2954.15643,46157.15051
2954.15083,2954.16992
2954.10462,2954.16992
2954.10063,2954.10072
2954.10063,2954.12371
2954.12051,2954.17593
2963.15451,2963.15983
2963.15983,2963.18111
2963.16062,2963.16063
2963.15982,2963.16062
2963.15341,2963.16063
2963.15341,2963.16062
2963.15341,2963.15982
2963.15561,34602.07041
34602.07041,34602.38531
34602.06973,34602.07041
34602.06973,34602.07012
34631.06361,34631.06903
34631.07051,34650.00283
34650.00291,34650.08403
34650.00331,34650.00352
34622.08151,34622.08193
34622.01422,34622.08191
34622.01443,34622.08191
34622.01441,34622.01462
32162.45141,32162.46472
32163.46451,32163.47121
32163.31422,32163.46451
32159.33371,32159.34142
32159.34141,32175.31509
32159.30953,32175.31509
32174.31121,32174.34933
32174.34932,32174.34933
32152.32291,32169.30921
32152.32291,32168.32182
32152.32357,32169.30391
32152.32357,32173.31003
32173.31003,32173.33402
32170.33512,32173.31003
32170.33512,32173.34182
32168.31062,32173.34061
32168.31061,32168.31062
32110.19173,32147.15599
32147.15991,52208.15693
52224.22298,52224.23042
52224.22298,52224.23142
32136.20123,52224.20112
31801.62292,31801.62293
31801.60221,31801.60898
31801.60898,31801.61948
31801.61947,31801.61948
31801.61947,31801.63043
31801.60493,31801.61947
18401.60501,18401.60513
18401.60583,18401.64271
18401.60583,18402.61722
31901.61421,31901.61423
48081.47143,48081.47151
48081.47131,48081.47572
48081.41212,48081.41261
5192.40073,5192.44072
5192.41322,5192.42421
5182.43102,5182.45621
5187.41743,5187.41793
5187.41741,5187.43783
5188.40782,5188.40801
5187.40401,5188.48731
5187.40401,5188.40352
5187.43123,5187.43783
5187.43123,5188.40763
5188.40821,5188.48151
5182.43861,5187.40401
5187.41732,5187.41743
5182.43021,5187.41732
5182.43021,5188.44153
5187.40401,5188.40791
5188.40861,5188.48151
5188.40791,5188.46021
5188.40352,5188.46021
5187.40402,5188.46021
5188.40782,5188.46021
5188.40801,5188.46021
5188.40351,5188.46021
5188.43032,5188.46021
5187.41743,5187.43783
5187.43121,5187.43123
5187.41732,5187.43741
5187.43741,5187.43743
5187.41742,5187.43781
5188.40813,5194.46361
5182.40871,5187.43782
5188.40813,5193.40332
5188.40763,5193.40402
5193.40401,5193.43781
5193.43781,5193.43783
5193.43021,5193.43023
5193.43021,5194.43853
5187.41743,5193.43021
5193.40403,5193.43781
5193.40401,5193.40403
5193.40332,5193.40402
5188.40762,5193.40402
5193.40332,5193.40401
5193.43021,5193.43781
5193.42113,5193.43021
5187.41732,5193.43021
5188.40811,5193.40401
5193.40402,5193.40403
5188.40811,5193.40402
5188.43032,5193.40402
5187.41462,5193.43783
5187.41742,5193.43781
5188.40811,5193.40801
5188.40762,5188.40813
5187.40322,5188.40813
5188.40813,5193.60241
5193.40401,5193.43021
5187.43742,5193.43021
24127.02353,24127.02421
24127.00883,24127.02421
24127.00111,24127.00883
24127.00883,24127.02353
24127.00111,24127.00113
24127.00113,24127.00131
24127.00113,24127.02833
24127.00131,24127.02833
24127.02421,24127.02833
24127.00111,24127.00131
24127.00113,24127.02421
24127.00131,24127.00182
24127.00132,24127.00182
24127.00182,24127.02421
24127.00111,24127.00182
24127.02352,24127.02353
24127.02352,24127.02421
24127.00182,24127.02833
24127.02832,24127.02833
24127.00182,24127.02353
24127.02353,24127.02832
24127.02421,24127.02832
24127.00113,24127.00182
24127.00182,24127.02832
24127.00113,24127.00883
24127.00111,24127.02411
24123.00261,24127.00131
24123.00261,24127.00182
24127.00111,24127.02833
24124.00093,24127.02421
24124.00093,24124.00192
24124.00093,24124.01872
24124.01872,24127.00111
24124.02081,24127.02832
24124.02081,24124.02083
24124.02081,24127.00182
24124.01872,24127.02832
24124.00192,24124.01872
24124.00093,24126.00742
24126.00742,24127.00013
24124.01872,24127.00013
24124.01872,24124.01873
24127.00013,24127.02832
24124.01872,24127.00011
24124.00093,24127.00011
24127.00013,24127.02421
24126.00743,24127.02832
24127.00011,24127.00013
24124.00192,24127.00011
24124.00192,24126.00742
24127.00011,24127.02353
24127.00013,24127.02353
24124.00192,24127.02832
24127.00131,24127.02421
24127.00113,24127.02353
24127.00013,24127.00111
24124.02073,24127.02832
24124.02071,24124.02073
24124.00233,24124.02071
24124.00232,24124.00233
24124.00232,24124.02071
24124.00223,24124.02071
24124.00223,24124.00232
24124.02073,24124.02081
24124.00242,24124.02081
24124.01882,24124.02081
24124.02081,24124.02082
24124.02082,24127.00181
24127.00181,24127.00183
24127.00181,24127.00182
24127.00131,24127.02832
24127.00131,24127.00132
24127.00113,24127.00132
24127.00883,24127.02833
24127.00111,24127.00132
24127.02353,24127.02833
24127.00131,24127.02353
24127.00113,24127.02832
24127.00132,24127.02421
24124.02082,24127.00183
24127.00113,24127.02422
24127.02421,24127.02422
24127.00132,24127.00133
24127.00133,24127.02381
24127.00113,24127.00133
24127.00132,24127.02381
24127.00132,24127.02833
24127.00182,24127.00183
24127.00111,24127.00112
24123.00261,24127.02421
24124.02082,24124.02083
24127.00113,24127.00183
24124.02082,24127.02431
24124.01883,24124.02081
24124.01882,24124.01883
24124.01881,24124.01883
24124.01881,24124.02072
24124.02071,24124.02072
24124.00232,24124.02073
24124.02072,24124.02073
24124.01881,24124.01882
24124.01873,24124.01882
24124.01873,24127.02831
24127.02831,24127.02833
24124.00192,24127.00182
24124.00192,24127.00111
24127.00131,24127.00183
24127.00183,24127.02431
24127.02431,24127.02432
24127.00131,24127.02432
24127.00132,24127.02423
24127.02422,24127.02423
24127.00113,24127.0232
24127.00041,24127.0232
24127.00041,24127.00061
24127.00061,24127.02302
24127.02302,24127.02312
24127.00072,24127.02312
24127.00072,24127.02251
24127.02251,24127.02461
24127.02013,24127.02461
24127.02012,24127.02013
24127.02251,24127.02252
11022.35603,24127.02251
11022.35462,11022.35603
11022.35461,11022.35462
11022.35462,11022.35771
11022.35602,11022.35771
11022.35181,11022.35771
11022.35181,11022.35602
11022.35462,11022.35602
11022.35602,11022.35603
11022.35603,11022.35882
11022.35462,11022.36112
11022.36112,11022.36113
11022.35471,11022.36113
11022.35471,11022.35472
11022.35472,11022.35473
11022.35473,11023.35651
11023.35631,11023.35651
11023.35291,11023.35631
11023.35291,11023.35633
11023.35291,11023.35292
11023.35292,11023.35293
11023.30671,11023.35293
11023.30671,11023.31021
11023.31021,11023.31082
11023.30022,11023.31082
11023.30022,11024.30661
11024.30661,11024.30662
11024.30662,11024.30663
11024.30301,11024.30663
11024.30301,11024.30303
11024.30303,11024.30741
11024.30741,11024.30742
11024.30742,11024.30743
11024.30043,11024.30743
11024.30043,11025.30321
11025.30321,11025.30322
11025.30322,11025.30343
11025.30343,11025.30481
11025.30481,11025.31482
11025.30392,11025.31482
11025.30392,11025.30393
11025.30242,11025.30393
11025.30182,11025.30242
11025.30182,11025.30241
11025.30241,11025.30362
11025.30362,11025.31982
11025.30361,11025.31982
11025.30361,11025.30862
11025.30861,11025.30862
11025.30332,11025.30861
11025.30332,11025.30442
11025.30442,11025.30443
11025.30332,11025.30443
11025.30332,11025.30333
11025.30333,11027.31431
11027.31431,11027.31433
11027.30201,11027.31433
11027.30201,11027.30203
11027.30203,11027.30883
11027.30561,11027.30883
11027.30562,11027.30883
11027.30101,11027.30562
11027.30101,11027.30103
11026.30842,11027.30103
11026.30842,11026.30843
11026.30841,11026.30843
11026.30681,11026.30841
11026.30681,11026.30683
11026.30681,11026.30682
11026.30681,11027.30563
11026.30681,11027.30952
11026.30841,11027.30952
11026.30841,11027.30103
11027.30101,11027.30102
11027.30102,11027.30223
11026.31551,11027.30223
11026.31551,11027.30101
11026.31551,11027.30221
11027.30101,11027.30221
11027.30221,11027.65533
11027.30101,11027.65533
11026.31221,11027.30101
11026.31221,11026.31551
11027.30101,11027.30223
11026.30123,11026.31551
11026.30123,11027.30101
11026.31551,11027.30102
11026.30121,11026.31551
11027.30102,11027.30221
11026.31221,11027.30102
11026.31221,11027.30223
11026.31221,11027.30221
11027.30221,11027.30223
11026.30121,11026.31221
11027.30102,11027.30562
11027.30562,29301.24092
11027.30221,29301.24092
11026.31551,29301.24092
11027.30223,29301.24092
11027.30223,29301.24093
29301.24092,29301.24093
11026.31553,11027.30102
11026.31551,11026.31553
11026.30501,11027.30103
11026.30501,11026.30843
11026.30682,11027.30103
11027.30102,11027.30103
11027.30221,29301.14642
11026.31551,11027.30562
11027.30223,11027.30562
11026.31221,11027.30562
11026.30121,11027.30221
11026.30121,11027.30603
11027.30601,11027.30603
11027.30213,11027.30601
11027.30211,11027.30213
11027.30211,11027.30873
11027.30871,11027.30873
11025.30443,11027.30871
11025.30183,11025.30362
11025.30183,11025.30241
11025.30343,11025.31482
11024.30742,11025.30321
11023.35631,11023.35633
11023.35631,11023.35652
11023.35291,11023.35652
11023.35291,11023.35651
11022.35472,11023.35651
11021.35103,11022.35181
11021.35103,11022.35603
11022.35603,11022.35771
11022.35181,11022.35603
11022.35181,11022.35462
11022.35181,24127.02253
24127.02252,24127.02253
24127.00071,24127.00072
24127.00071,24127.00073
24127.00073,24127.0226
24127.0226,24127.0227
24127.0227,24127.17031
24127.00033,24127.17031
24127.17031,24127.17033
24127.02351,24127.17033
24127.02351,24127.02353
24127.00133,24127.02383
24127.02382,24127.02383
24127.02381,24127.02382
24127.02381,24127.02423
24127.01121,24127.02423
24127.00132,24127.01121
24127.00113,24127.01121
24127.02421,24127.02423
24127.00131,24127.02431
24127.02431,24127.02433
24123.00262,24127.02433
24123.00261,24123.00262
24123.00261,24123.00263
24123.00263,24123.00362
24123.00263,24123.00361
24123.00361,24123.00362
24123.00362,24123.00363
24123.00363,24123.17412
24123.17411,24123.17412
24123.17411,24123.17413
24123.00372,24123.17413
24123.00372,24123.00373
24123.00373,24124.00512
24123.02143,24124.00512
24123.01661,24123.02143
24123.01661,24123.01662
24123.01631,24123.01662
24123.01631,24123.01633
24123.01591,24123.01633
24123.01591,24123.01593
24123.01593,24123.03503
24123.01602,24123.03503
24123.01601,24123.01602
24123.01601,24123.01603
24123.01581,24123.01603
24123.01581,24123.01583
24123.01561,24123.01583
24123.01561,24123.01562
24123.01562,24123.01563
24022.31922,24123.01563
24022.31922,24123.02152
24022.31922,24123.02153
24022.31922,24022.31942
24022.31942,24022.31943
24022.31943,24022.31951
24022.31951,24022.31952
24022.31322,24022.31952
24022.31322,24022.31323
24022.30121,24022.31323
24022.30121,24022.31832
24022.30123,24022.31832
24022.31832,24022.31833
24022.31833,24022.32031
24022.32031,24022.32033
24022.32033,24022.32041
24022.09711,24022.32041
24021.09021,24022.09711
24021.09021,24021.09023
24021.09023,24021.09043
24021.09043,24021.12471
24021.12471,24021.12651
24021.12651,24021.12652
24021.12652,24021.12653
24021.09011,24021.12653
24021.09011,24021.09012
24021.09012,24021.09013
24021.09013,24021.11702
24021.09031,24021.11702
24021.09031,24021.09033
24021.09033,24021.09051
24021.09051,24021.09052
24021.09051,24021.09053
24021.09053,24021.09401
24021.09401,24021.09403
24021.09071,24021.09403
24021.09071,24021.09073
24021.09073,24021.09232
24021.09221,24021.09232
24021.09221,24021.09222
24021.09222,24021.09223
24021.09223,24021.09232
24021.09232,24021.09233
24021.09221,24021.09223
24021.09223,24021.12381
24021.12381,24021.12382
24021.09212,24021.12381
24021.09213,24021.12381
24021.12381,35530.51573
24021.09223,24021.12382
24021.09232,24021.11693
24021.09221,24021.11693
24021.09211,24021.09221
24021.09232,24021.11931
24021.09073,24021.11931
24021.09073,24021.09403
24021.09061,24021.09401
24021.09033,24021.09061
24021.09061,24021.12342
24021.09033,24021.12342
24021.09033,24021.09053
24021.09033,24021.09052
24021.09011,24021.12433
24021.12433,24021.12653
24021.12473,24021.12651
24021.12471,24021.12473
24021.09042,24021.09043
24021.09023,24021.09042
24021.09021,24022.32041
24022.30121,24022.31953
24022.31943,24022.31952
24022.31931,24022.31943
24022.31931,24022.31932
24022.31922,24022.31932
24123.02152,24123.02153
24123.01563,24123.02152
24123.01581,24123.06581
24123.06581,24124.03442
24123.01603,24124.03442
24123.01602,24123.01603
24123.01591,24123.03503
24123.01631,24123.01663
24123.01662,24123.01663
24123.00373,24123.01661
24123.00373,24123.02143
24123.00371,24123.00372
24123.00371,24123.17413
24123.00363,24123.17411
24123.00261,24127.02433
24124.01882,24127.00182
24127.00073,24127.02421
24126.00213,24127.00073
24126.00213,24127.02421
24127.00011,24127.00073
24127.00073,24127.02832
24127.00013,24127.00073
24124.00192,24127.00013
24124.00093,24127.02353
24126.00213,24127.02353
24124.00093,24127.00073
24124.01872,24126.00082
24124.00093,24126.00082
24124.00192,24127.00073
24124.00093,24127.02833
24123.02141,24124.00512
24123.02141,24123.02143
24123.01633,24123.03502
24123.01591,24123.03502
24123.01603,24123.06581
24123.01691,24123.02152
24123.01691,24123.01721
24123.01721,24123.01722
24123.01693,24123.01722
24022.32351,24123.01693
24022.32351,24022.32352
24022.32352,24127.00013
24124.00093,24124.01992
24124.01992,24127.00011
24124.01872,24126.00742
24124.00192,24127.02421
24124.02081,24127.02353
24127.01823,24127.02421
24127.01823,24127.02351
24124.00093,24127.02832
24124.01872,24126.02003
24126.02003,24127.02832
24124.00093,24127.00013
24124.00093,24124.01972
24124.01972,24126.17962
24126.17962,24127.02832
24124.01872,24126.00743
24126.00743,24127.02353
24126.00212,24127.00013
24126.00212,24126.00213
24124.00093,24126.00213
24124.00192,24127.02353
24127.00131,24127.00883
24127.02353,24127.17033
24127.00071,24127.02351
24127.00071,24127.02251
24127.00072,24127.02253
24127.02252,24127.02463
24127.02253,24127.02463
24127.00071,24127.00881
24127.00881,24127.02353
24127.00112,24127.00113
24127.00112,24127.02413
24127.00111,24127.02413
24127.00181,24127.02833
24124.02081,24127.02833
24124.02081,24127.00183
24127.02381,24127.02383
24127.00113,24127.02423
24127.00112,24127.0232
24127.00071,24127.02832
24127.00111,24127.02352
24127.02351,24127.02393
24127.02371,24127.02393
24127.02371,24127.02373
24127.00882,24127.02373
24127.02372,24127.02373
24127.02371,24127.02372
24127.00882,24127.02371
24127.00882,24127.02372
24127.02363,24127.02372
24127.00882,24127.02363
24127.02362,24127.02372
24127.02362,24127.02363
24127.02362,24127.02393
24127.02391,24127.02393
24127.00881,24127.02391
24127.00881,24127.02401
24127.00022,24127.02401
24127.00022,24127.01803
24127.00881,24127.02393
24127.00882,24127.02393
24127.02351,24127.02371
24127.00113,24127.00141
24127.00141,24127.02423
24127.00112,24127.00141
24127.00141,24127.02422
24127.00881,24127.02423
24127.00012,24127.00881
24127.00012,24127.02353
24124.01881,24127.02353
24124.01881,24127.00111
24127.02832,24127.17033
24127.02351,24127.02412
24127.02412,24127.02413
24127.00112,24127.02412
24124.01872,24127.00131
24124.01872,24127.00182
24124.02072,24127.00883
24124.02081,24127.00111
24127.00022,24127.17033
24127.00022,24127.01801
24127.01801,24127.01802
24127.01802,24127.02362
24127.02362,24127.02402
24127.00051,24127.02362
24127.01801,24127.02362
24127.00051,24127.01801
24125.00101,24127.02362
24125.00101,24127.00072
24127.00072,24127.02361
24127.02253,24127.02361
24125.00311,24127.02253
24125.00311,24125.01891
24125.00311,24125.17441
24125.00151,24125.17441
24125.00151,24125.01892
24125.01891,24125.01892
24125.00102,24125.01891
24125.00102,24125.17442
24125.00102,24125.01851
24125.00102,24127.02362
24125.00102,24125.01842
24125.00102,24125.00302
24125.00302,24125.00311
24125.00102,24125.00311
24125.01892,24125.10141
24125.00102,24127.02253
24125.00151,24127.02253
24125.00151,24127.02362
24125.00102,24125.00103
24125.00103,24125.01891
24125.00102,24125.01892
24125.00103,24125.01892
24125.00311,24125.01892
24125.00102,24125.17441
24125.01892,24125.17441
24125.00311,24127.00022
24127.00022,24127.02362
24125.00102,24127.00022
24125.00102,24127.02252
24127.00022,24127.02252
24127.02012,24127.02362
24127.02012,24127.02361
24127.02361,24127.02362
24125.00101,24127.01802
24125.00101,24127.00051
24127.00051,24127.01802
24127.00022,24127.01802
24127.01801,24127.02361
24127.00022,24127.00023
24127.00023,24127.00033
24124.00093,24127.00033
24124.00192,24124.00193
24124.00193,24124.00222
24124.00221,24124.00222
24124.00221,24124.00231
24124.00223,24124.00231
24124.01883,24124.02072
24127.00113,24127.02431
24127.00112,24127.02833
24127.01823,24127.02391
24127.02392,24127.02393
24127.02391,24127.02412
24127.0232,24127.02413
24127.02411,24127.02413
24127.02353,24127.02411
24127.00132,24127.02832
24123.00261,24127.00132
24127.01823,24127.17032
24127.01822,24127.01823
24127.00023,24127.01822
24127.00022,24127.0229
24127.0228,24127.0229
24127.00073,24127.0228
24127.00072,24127.00073
24127.02012,24127.02252
24127.02013,24127.02252
12026.03261,24127.02013
12026.03261,12026.03383
12026.02321,12026.03383
11022.35462,12026.02321
11022.35243,11022.35472
11022.35243,11023.35631
11024.30301,11024.30662
11024.30742,11024.31393
11025.30241,11025.30393
11025.30182,11025.30361
11025.30361,11025.30362
11025.30442,11025.30861
11027.30213,11027.30873
11027.30221,11027.65532
11026.31221,11027.65532
11027.30223,11027.65533
11027.30221,11027.30562
11026.30121,11027.30223
11026.30121,11027.30102
11027.30101,11027.30882
11027.30882,11027.30883
11027.30561,11027.30562
11027.30203,11027.30561
11027.30203,11027.31233
11027.31232,11027.31233
11027.31233,11027.65533
11026.30123,11026.31221
11027.65532,11027.65533
11027.31442,11027.65532
11027.30213,11027.31442
11027.30213,11027.31002
11027.31002,11027.65531
11027.31232,11027.65531
11027.65531,11027.65533
11026.30121,11027.31442
11026.30121,11026.31741
11026.31741,11026.31742
11026.30123,11026.31742
11026.30123,11026.3129
11026.3129,11026.31742
11026.30121,11026.30123
11026.30123,11026.31741
11026.3129,11026.31741
11026.30121,11027.30602
11027.30221,11027.30603
11027.30603,11027.65532
11027.30221,11027.30222
11027.30222,11027.30223
11026.30121,11027.65532
11026.31221,11027.30222
11026.31221,11026.31741
11026.30123,11026.31743
11026.31221,11026.31743
11026.31741,11026.31743
11026.30161,11026.31221
11026.31221,11026.31501
11026.30123,11026.31501
11026.30421,11027.30101
11026.30421,11027.30102
11027.31003,11027.65531
11027.31003,11027.31232
11027.30213,11027.31232
11027.30101,11027.30883
11027.30883,11027.31233
11027.31231,11027.31233
11027.30882,11027.65533
11026.31551,11027.65533
11027.30561,11027.30563
11026.31551,11027.30882
11027.31231,11027.31232
11027.31231,11027.31432
11027.31431,11027.31432
11027.31072,11027.31431
11027.31072,11027.31073
11027.30201,11027.31073
11027.30201,11027.31421
11027.30201,11027.30561
11027.31073,11027.31433
11027.30201,11027.30202
11027.30202,11027.31233
11025.30332,11025.30633
11025.30632,11025.30633
11025.30631,11025.30632
11025.30063,11025.30631
11025.30062,11025.30063
11025.30061,11025.30062
11025.30061,11025.30932
11025.30932,11025.30933
11025.30931,11025.30933
11024.30522,11025.30931
11024.30521,11024.30522
11024.30252,11024.30521
11024.30252,11024.30781
11023.30013,11024.30781
11023.30012,11023.30013
11023.30012,11023.30293
11023.30291,11023.30293
11023.30291,11023.30292
11023.30292,11023.30793
11023.30792,11023.30793
11023.30023,11023.30792
11023.30021,11023.30023
11023.30021,11023.30022
11023.35633,11023.35652
11022.35473,11023.35652
11022.35471,11023.35651
11021.35103,11022.35602
11021.35103,11022.35462
11022.35462,11022.35882
11022.35181,11022.35882
11022.35462,24127.02462
24127.02253,24127.02462
24127.02302,24127.02362
24127.00023,24127.02401
24127.00023,24127.01821
24127.01821,24127.01823
24127.01823,24127.17033
24127.00883,24127.02832
24127.00023,24127.02351
24127.00021,24127.00023
24127.00023,24127.01801
24124.02081,24127.02393
24127.00881,24127.02413
24127.00021,24127.00073
24127.00031,24127.00073
24127.00021,24127.00031
24127.00023,24127.00031
24127.00023,24127.17032
24127.01821,24127.01822
24127.00881,24127.01823
24127.00881,24127.00882
24127.00882,24127.00883
24127.00883,24127.02371
24127.00881,24127.00883
24127.01822,24127.02351
24127.02013,24127.02462
24127.02013,35539.21555
35527.20681,35539.21555
35527.20681,35527.28433
32115.26181,35527.20681
32115.25061,32115.26181
32115.26181,35536.26742
35527.21312,35536.26742
35527.21312,35527.23662
35527.23662,35527.28433
35527.21312,35527.28433
35527.23661,35527.28433
35527.20681,35527.23661
35527.20681,35527.21312
35522.20482,35527.28433
32115.28917,35527.23662
35522.20482,35527.23662
35522.20482,35539.21555
32115.28917,35539.21555
32115.28917,35527.21312
35527.21312,35536.22242
11022.35771,35527.21312
11023.30972,11023.35292
11023.30671,11023.30972
11024.30043,11024.30742
11025.30343,11025.30591
11025.30483,11025.30591
11025.30392,11025.30483
11025.30182,11025.30393
11026.30123,11027.30562
11026.30121,11027.30562
11026.30123,11027.30102
11026.31552,11027.30223
11026.31551,11026.31552
11026.31552,11027.30222
11026.31221,11026.31222
11026.31222,11026.31501
11026.31222,11026.31743
11026.31741,11027.30601
11025.30443,11025.30632
11025.30632,11025.31572
11025.30631,11025.31572
11025.30063,11025.31602
11025.30062,11025.31602
11025.30062,11025.30932
11024.30251,11024.30252
11024.30251,11024.30782
11024.30782,11024.30783
11024.30781,11024.30783
11023.30012,11024.30781
11023.30021,11023.30973
11023.30021,11023.31083
11023.30021,11023.30793
11024.30521,11024.30783
11025.30443,11027.30873
11027.30102,11027.30882
11025.30443,11027.31441
11027.30211,11027.30871
11025.30332,11027.30871
11025.30442,11027.30211
11027.30211,11027.30911
11027.30211,11027.30212
11027.30212,11027.30602
11027.30601,11027.30602
11027.30102,11027.65532
11027.30222,11027.65532
11027.30601,11027.30873
11025.30362,11025.31532
11025.30241,11025.31532
11025.30482,11025.30483
11025.30482,11025.30511
11025.30511,11025.30763
11025.30762,11025.30763
11024.30753,11025.30762
11024.30752,11024.30753
11024.30752,11024.31252
11024.30072,11024.30752
11024.30072,11024.31311
11024.30752,11024.31311
11024.30752,11024.31261
11024.31252,11024.31261
11024.30751,11024.30753
11024.30751,11024.31261
11024.30642,11024.31261
11024.31261,11024.3127
11024.30642,11024.3127
11024.30071,11024.30642
11024.30071,11024.30652
11024.30651,11024.30652
11024.30651,11024.31541
11024.30553,11024.31541
11024.30551,11024.30553
11024.30551,11024.31182
11024.30551,11024.31541
11024.30651,11024.30653
11024.30653,11025.30342
11025.30342,11025.30343
11025.30591,11025.31482
11025.30241,11025.31982
11025.30441,11025.30442
11027.30211,11027.30601
11026.30123,11027.30222
11025.30361,11025.30861
11025.30392,11025.30591
11024.30072,11024.31261
11024.30072,11024.31251
11024.31251,11024.31261
11024.30753,11025.30482
11025.30482,11025.30762
11025.30512,11025.30763
11025.30482,11025.30763
11025.30183,11025.31982
11027.30603,11027.31442
11027.30221,11027.31442
11026.31552,11026.31553
11026.30421,11026.31553
11026.30421,11026.31223
11026.30163,11026.31223
11026.30162,11026.30163
11026.30162,11026.31121
11026.30163,11026.31121
11026.31223,11026.31552
11027.30562,11027.30882
11027.30221,11027.30882
11027.30881,11027.30883
11027.30881,11027.31233
11027.30202,11027.30203
11027.31071,11027.31073
11025.30541,11027.31071
11024.30463,11025.30541
11024.30461,11024.30463
11023.31992,11024.30461
11023.31363,11024.30461
11023.31362,11023.31363
11023.31361,11023.31362
11023.31361,11023.35302
11023.31362,11023.35302
11023.31361,11023.35303
11023.35301,11023.35303
11023.35301,11023.36181
11022.35412,11023.36181
11022.35411,11022.35412
11022.35411,11022.36123
11022.36122,11022.36123
11022.36121,11022.36122
11022.35233,11022.36121
11022.35231,11022.35233
11022.35231,11022.35661
11020.35051,11022.35661
11020.35051,11020.35733
11020.35051,11020.35053
11020.35053,11022.35661
11022.35661,11022.35663
11022.35231,11022.35663
11022.35663,11022.36121
11022.35233,11022.35692
11022.35692,11022.36121
11022.35411,11022.36122
11022.35412,11023.35301
11023.36181,11023.36183
11023.35301,11023.36183
11023.31361,11023.35301
11023.31361,11023.31363
11024.30463,11024.31033
11024.30463,11027.31071
11027.30202,11027.30221
11025.30543,11027.31071
11024.30463,11025.30543
11024.31033,11025.30541
11022.36121,11022.36123
11024.31033,11027.31071
11027.30202,11027.30881
11027.30882,11027.65532
11027.30562,11027.65533
11027.30213,11027.65532
11027.30223,11027.31442
11027.30222,11027.30603
11027.30213,11027.31441
11027.30873,11027.31441
11027.30601,11027.31441
11027.30211,11027.31442
11027.31441,11027.31442
11027.30213,11027.30603
11027.30283,11027.30603
11026.30121,11027.30283
11026.30121,11026.3129
11026.30121,11026.31742
11026.30121,11027.30222
11027.30223,11027.30882
11026.31221,11027.30603
11027.30882,11027.31232
11027.30201,11027.31431
11027.30561,11027.31421
11027.31073,11027.31431
11027.31073,11027.31422
11027.30201,11027.31422
11026.30421,11027.30103
11026.30421,11026.30842
11026.30842,11027.30102
11027.30101,11027.31233
11027.30882,11027.31233
11027.30882,11027.65531
11027.31001,11027.31231
11027.31001,11027.31432
11027.31001,11027.31003
11027.30202,11027.31001
11027.30202,11027.31432
11027.31232,11027.31432
11027.30202,11027.31231
11027.30203,11027.31422
11027.30203,11027.31423
11027.30092,11027.30203
11027.30092,11027.30093
11026.30272,11027.30093
11026.30272,11026.30273
11026.30273,11521.40282
11521.40282,11521.40283
11521.40272,11521.40283
11521.40271,11521.40272
11521.40271,11521.40273
11521.40273,11521.40291
11521.40291,11521.40292
11521.40092,11521.40292
11521.40252,11521.40292
11521.40251,11521.40252
11521.40092,11521.40251
11521.40092,27609.59123
27609.59122,27609.59123
11521.40413,27609.59123
11521.40092,11521.40413
27609.59073,27609.59123
27609.59101,27609.59123
27609.59052,27609.59123
27609.59052,27609.59053
27609.59051,27609.59053
27609.59053,27609.59133
27609.57262,27609.59053
11521.40392,27609.59053
11521.40233,11521.40392
11521.40093,11521.40392
11521.40382,27609.59053
11521.40382,11521.40391
11521.40373,11521.40391
11521.40372,11521.40373
11521.40052,11521.40373
