cellId,areaId,lat,lon
2433.06053,2433,32.88851,-83.77108
2433.06702,2433,32.90768,-83.79147
2433.06703,2433,32.93205,-83.8058
2438.06111,2438,0,0
2438.06113,2438,0,0
2438.06121,2438,0,0
2438.06122,2438,0,0
2438.06123,2438,0,0
2438.06201,2438,0,0
2438.06202,2438,0,0
2438.06203,2438,0,0
2438.06722,2438,0,0
2442.00351,2442,0,0
2442.00353,2442,0,0
2442.02801,2442,0,0
2442.02802,2442,0,0
2442.02803,2442,0,0
2442.08261,2442,0,0
2442.08262,2442,0,0
2442.08271,2442,0,0
2442.08273,2442,0,0
2442.08291,2442,0,0
2442.08292,2442,0,0
2442.08411,2442,0,0
2442.08412,2442,0,0
2451.01741,2451,33.853,-84.43074
2451.01742,2451,33.82545,-84.42301
2451.01743,2451,33.84604,-84.43139
2451.03081,2451,33.80716,-84.41549
2451.03102,2451,33.77151,-84.38978
2451.03103,2451,33.77419,-84.39216
2451.03131,2451,33.7887,-84.39063
2451.03132,2451,33.78068,-84.39025
2451.03133,2451,33.78591,-84.39296
2451.03163,2451,33.8,-84.3961
2451.03173,2451,33.82785,-84.40182
2451.03181,2451,33.76627,-84.38711
2451.03192,2451,33.76008,-84.38054
2451.03193,2451,33.76443,-84.38539
2451.03421,2451,33.73083,-84.3913
2451.03422,2451,33.7213,-84.39534
2451.03423,2451,33.72561,-84.39716
2451.03431,2451,33.74635,-84.38348
2451.03433,2451,33.74336,-84.39409
2451.04741,2451,33.74094,-84.39113
2451.04742,2451,33.73421,-84.39236
2451.04981,2451,33.75796,-84.38211
2451.13363,2451,33.75232,-84.38106
2451.13393,2451,33.79445,-84.39345
2451.13522,2451,33.74546,-84.39456
2451.19011,2451,33.82296,-84.42383
2451.19012,2451,33.80452,-84.43167
2451.20471,2451,33.76394,-84.38419
2451.20472,2451,33.76095,-84.38098
2452.03071,2452,33.79006,-84.45003
2452.03381,2452,33.66334,-84.42341
2452.03382,2452,33.6495,-84.43954
2452.03412,2452,33.66586,-84.39703
2452.03413,2452,33.68588,-84.40451
2452.03661,2452,33.63707,-84.45102
2452.03672,2452,33.64965,-84.39769
2452.03681,2452,33.63208,-84.39873
2452.03682,2452,33.61469,-84.39781
